a1_rms,a1_p2p,a1_kurtosis,a1_skewness,a1_crest_factor,a1_shape_factor,a1_impulse_factor,a1_spec_centroid,a1_hf_ratio,a2_rms,a2_p2p,a2_kurtosis,a2_skewness,a2_crest_factor,a2_shape_factor,a2_impulse_factor,a2_spec_centroid,a2_hf_ratio,a3_rms,a3_p2p,a3_kurtosis,a3_skewness,a3_crest_factor,a3_shape_factor,a3_impulse_factor,a3_spec_centroid,a3_hf_ratio,a4_rms,a4_p2p,a4_kurtosis,a4_skewness,a4_crest_factor,a4_shape_factor,a4_impulse_factor,a4_spec_centroid,a4_hf_ratio,gearbox_state
6.944971724156583,55.462,5.448522249573839,0.11971238062534693,4.094141938849862,1.4423150004068346,5.905042332198728,0.5035269567225495,0.9249698131513766,4.77967013926175,34.315,4.617128119295425,-0.19117729968105804,3.8366664363220226,1.3718223163383385,5.263224637693937,0.6370567107886002,0.8607329871281726,3.8855783211241786,34.2025,5.292889045472773,-0.19538147428510036,5.2445989543453315,1.3717211215581953,7.1941271597793675,0.4004204136763544,0.6604415428684779,3.882097909999361,25.079900000000002,3.7620913296941105,0.2289637363260265,3.7973024745268797,1.2962355387518814,4.922198418873471,0.38549651635790144,0.6143760227695977,Healthy-Low
5.228667029681061,42.7043,5.912038488457407,-0.3678693876467795,4.357745458001654,1.4241876377857015,6.206247209903933,0.482555408755152,0.9119028958230713,3.4118231662534884,30.5733,6.19699214692604,-0.21568141555980494,4.734829213828909,1.4044822829809192,6.649983743765127,0.5732565343906004,0.7459188937906712,2.7794727722318835,26.604599999999998,7.234064413348307,-0.16370873726259164,5.032932914382193,1.4389457244002428,7.242117298346115,0.40185868724788176,0.6982643639395776,2.846914385917266,21.72274,4.790126369987392,-0.19386035153383493,4.276524808831935,1.3554517395061678,5.796622991174565,0.3770767489877395,0.7749546112795572,Healthy-Low
6.307959794079354,40.6819,3.1758802787643647,0.07897647582502007,3.3234834533463333,1.2717166483992945,4.226529238300783,0.3295483481090995,0.308797802907541,5.224790373221611,36.028999999999996,3.5070024865792377,-0.30015244487564174,4.055818221646598,1.2887195687350532,5.226812309469175,0.38390085847504757,0.6284673354875194,5.046825459746105,31.6341,3.449180908443735,-0.014721632183386268,3.159946807591625,1.301902737840947,4.113943400236111,0.33712648594232875,0.5641428348151213,5.08641740694444,30.693,3.280201725031656,-0.17155938699206622,3.3724129633122732,1.2878361189536263,4.34311522218183,0.36304325214521677,0.6212060241740727,Broken-High
8.01708306310943,47.742000000000004,3.0628847647650557,0.03236581916421921,3.0933445250320717,1.2655868987392649,3.9148963041679123,0.500000721617767,0.8957849456695252,4.120752240160107,27.354,3.3637934557835005,-0.0614324413848448,3.399888948298491,1.2815108676086966,4.356994635908276,0.4859653243278705,0.6181597561548555,4.440485774329627,31.101,3.9110444154750326,-0.02966422036510935,3.7580798246145846,1.3338395984842724,5.012675684336891,0.3817902236018526,0.6469817297895065,5.206189747833831,37.6259,3.6585599072673407,-0.1684897631135274,4.227102942060918,1.2940097900411442,5.469912590539602,0.37467261804519075,0.6629636352562218,Healthy-High
8.672922772334381,59.8898,3.4677394937688217,0.001032343077756244,3.518410206226611,1.2841914633252394,4.5183123513131305,0.5011725500105801,0.9445416979360477,5.424089408989133,54.5119,5.602588636657337,0.03859911683379309,5.026539561610238,1.3535700388469663,6.803773349675837,0.6144318193762368,0.7940751115268586,4.948990562097802,33.1004,4.0160942824323955,-0.31787475404006427,3.4784063101343867,1.3196108635879131,4.590142754827013,0.37580585575833964,0.6236277384028195,5.0532124127652445,34.8351,3.6975385183031215,-0.08733061741319718,3.6344405300679314,1.3072489818048305,4.751118682362452,0.3663450733700528,0.8404297484062921,Healthy-Mid
5.555181478810079,41.3802,3.639669288047463,-0.013533189948984385,3.888333816345982,1.297167104640613,5.0438187184266114,0.31720043908627577,0.29745160737953735,4.905988745955432,27.5614,2.715322040385433,-0.024071942939531226,3.0599540230036464,1.2305038746283101,3.7652852814912396,0.3454760819227583,0.4693899400823297,4.143526537319838,26.8677,3.792738309456961,0.23795606154857704,3.8012789005049408,1.3042669967528497,4.957882615382751,0.36478887585290753,0.6893358264156684,5.141214490838598,37.884,4.314511599985946,0.2743550668618198,4.0922042909289695,1.3204086033096825,5.403381752244461,0.3913066268015133,0.8925863450694074,Broken-High
7.750406954922325,57.251099999999994,3.8304183039163036,0.1875683105725863,3.98155866904479,1.2985745719378599,5.17035084430098,0.4949640608632409,0.8986370522319626,4.6523636852146915,27.6585,3.133094735756239,-0.10457934551824305,3.1404681552367992,1.2765412296322531,4.0089370805077795,0.4501046000857928,0.5390381392361968,4.959502435035765,38.903099999999995,3.8933475927146475,-0.24802440279875676,4.24385314367609,1.294934766981613,5.4955129817114905,0.36119297485670687,0.5624582326899923,4.963159748070278,29.3841,3.0662147660036245,-0.10072079342063384,2.960311725954342,1.2724823976298083,3.7669445627747757,0.3421620400392839,0.6109205135638868,Healthy-High
4.365201453271799,30.6369,3.845651488462247,0.1902032677804387,3.9111826069789943,1.3116125625941357,5.129956241914507,0.3287549136965762,0.35917704697140457,3.897760782658783,28.4735,4.097439280968123,-0.23694308770830388,3.8258376620599335,1.3170544189978683,5.038836399185802,0.29900484907827996,0.45405436591973775,3.5547605189019733,22.982,3.626199023869607,-0.10247994330204167,3.415560608214182,1.3170540402204327,4.498477898667512,0.3583970192744307,0.6563500838275186,4.20401431407458,30.7884,4.145189906109377,0.08589149066081406,4.563471617060506,1.314989106017766,6.0009154620572716,0.3414556268423318,0.7940151470468875,Broken-Mid
5.480083734852339,43.0952,5.26188666216594,-0.016606093457389514,4.2118699488480935,1.432977380774498,6.035514367464262,0.49066700558150766,0.9178812340397934,5.231075383715904,55.3221,8.51707251125776,0.049825244776132496,5.580573373281718,1.5177268486901014,8.46978603971637,0.6366069574996011,0.8216124881810611,3.1495842015195086,25.8351,6.3041835268502995,0.5343928198808534,4.8457824980935404,1.4114098035668887,6.839384923764244,0.39752130797980684,0.6235472522946421,3.2148691771955566,33.491,8.222858066845676,-0.9066503568836056,6.73741256833597,1.390486725294083,9.368282739103595,0.4044984818460629,0.8083451430411691,Healthy-Low
7.31426602242096,53.6462,4.352184116821915,0.08581665946185148,4.152911571288709,1.3498077399941857,5.605632182437682,0.4643130739910335,0.8682680455980891,4.34987691271897,31.7093,4.62281912108738,-0.27699255225050795,3.6528389926473546,1.346490976463086,4.918514742073302,0.5214521583480437,0.6784464905143757,4.3070490159161405,34.2899,4.465632915926684,-0.08939338687746186,4.613855084202808,1.338375173490756,6.175069098782574,0.37827464045815573,0.6154598917739922,4.9334558656584155,38.6212,4.466315415665259,-0.1905083423711622,4.252272761985271,1.3393697843980947,5.695365652423257,0.34200984400447904,0.853672313816554,Healthy-Mid
